length_to,gas_used,gas_efficiency,value,chain_id,total_gas_cost,event_activity_flag,effective_gas_price,cumulative_gas_used,is_same_address,gas_price_ratio,length_log,Error!,erc_20_Name_Uppercase_Ratio,erc_20_Symbol_Is_Uppercase,erc_20_Name_Contains_Token,erc_20_Symbol_Contains_XYZ,erc_20_Symbol_Starts_With_X,erc_20_Name_Starts_With_The,erc_20_Name_Num_Words,erc_20_Name_Is_Alnum,erc_20_Symbol_Is_Alnum,erc_20_Name_Has_Digit,erc_20_Symbol_Same_As_Name,erc_20_Symbol_End_Is_Digit,erc_20_Symbol_All_Same_Char,erc_20_TokenQuantity,erc_20_Log_Quantity,erc_20_Log_Normalized_Quantity,erc_20_Is_Zero_Divisor,erc_20_Decimals_Above_10,erc_20_Quantity_Is_Int,erc_20_Unique_Chars_Name,erc_20_Unique_Chars_Symbol,erc_20_Name_Lowercase_Count,erc_20_Symbol_Lowercase_Count,erc_20_Name_Num_Uppercase,erc_20_Symbol_Num_Uppercase,erc_20_Symbol_Entropy,erc_721_Name_Uppercase_Ratio,erc_721_Symbol_Is_Uppercase,erc_721_Name_Contains_Token,erc_721_Symbol_Contains_XYZ,erc_721_Symbol_Has_Special,erc_721_Name_Is_Alnum,erc_721_Name_Has_Digit,erc_721_Symbol_Has_Digit,erc_721_TokenQuantity,erc_721_Log_Quantity,erc_721_Is_Zero_Divisor,erc_721_Name_Num_Uppercase,erc_721_Name_Entropy,erc_721_Symbol_Entropy,gas_used_era_rel,gas_efficiency_era_rel,cumulative_gas_used_era_rel,effective_gas_price_era_rel,total_gas_cost_era_rel,value_era_rel,erc_20_Symbol_End_Is_Digit_era_rel,erc_20_Name_Has_Digit_era_rel,flag
0.0,0.0,-0.2218345270210709,0.0252421971677586,0,0.121162679970021,0,0.8796686491799394,-0.4547025718242947,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-1.3177666464412845,-1.317766596029801,-0.2646766434684978,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.767790934313032,0.8041147064044658,0.5859528501701543,0.5865517655736736,-0.1398660469984947,0.0,0.0,0
0.0,0.8101577236749791,-1.0617352453531863,-0.0295404578594936,1,1.947125671247148,0,3.849030945160562,-1.3534436354279415,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-1.3177666464412845,-1.317766596029801,-0.2646766434684978,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,-0.2144094604865668,-1.827250776450029,-2.2391941952692043,6.745460267302705,2.419698911496894,1.87778320433158,0.0,0.0,0
0.0,0.1132228447488592,0.9402051984320712,0.0816455761607515,1,0.9491880372450752,1,2.589179940560556,0.7539575476562094,0,0.0,0.0,0,0.1818181818181818,1,1,0,0,0,2,1,1,0,0,0,0,0.0775156850847813,0.0775156821194,-0.2646766434684978,0,1,1,9,5,8,0,2,5,2.321928094887362,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.9152505321342927,0.4676349152046447,0.5673881332694717,0.2444004674899325,0.2485918658423824,0.0,0.0,0
0.0,0.0,-0.6037850407956965,0.0556173914250307,1,-0.3213443693797373,0,-0.1203313508200606,-0.8811552555805972,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-1.3177666464412845,-1.317766596029801,-0.2646766434684978,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,-0.082591397265838,-0.744112869611131,-1.3478555048923735,0.0,-0.1258256717769653,0.1520864518627184,0.0,0.0,0
0.0,2.262493447490442,0.5021142647480644,0.0220745609834012,1,0.1084780162233736,0,-2.38018235529264,0.8309555262790265,0,0.0,0.0,0,0.1666666666666666,1,0,0,0,0,1,1,1,0,0,0,0,0.2185094355774183,0.2185094272182868,0.3942338353796185,0,1,1,6,3,5,0,1,3,1.584962500721156,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,3.332417112814341,-0.0076884013999741,0.60768420704265,0.4812027090344379,1.1876240796124045,0.1159469079810723,-0.03328173374613,-0.0297987616099071,1
0.0,0.5611430662067303,0.6651762433615191,-0.9617848700191454,0,-1.723185966128838,1,-4.089693646406075,0.5865150577886574,0,0.0,0.0,0,0.4285714285714285,1,0,1,0,0,1,1,1,0,0,0,0,-0.2928592502737541,-0.2928592390703541,-1.995561346923339,0,1,1,7,3,4,0,3,3,1.584962500721156,0.1538461538461538,1,0,0,0,1,0,0,3.6375861597263857,1.568201724066995,1,2,3.180832987205441,1.0,0.3483864808628909,0.6143576710074358,0.5625117082087668,-2.71435524803937,-1.684943277983481,-2.4739712541980468,0.0,0.0,0
0.0,0.0,-0.3101398818976037,-0.0270280586977397,1,-0.3213443693797373,0,-0.1203313508200606,-0.5494848236972893,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-1.3177666464412845,-1.317766596029801,-0.2646766434684978,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,-0.5435470912524976,-0.6808902345789253,0.0,0.0,-0.1922827746467889,0.0,0.0,0
0.0,2.059485596146507,0.2272310748879734,-0.9617848700191454,0,0.9801853027739554,1,-0.1203313508200606,0.5045157682795501,0,0.0,2.079441541679836,0,0.4444444444444444,1,0,0,0,0,1,1,1,0,0,0,0,-1.2370423790089644,-1.240250913910401,-2.80047187547662,0,0,1,9,3,5,0,4,3,1.584962500721156,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,-1.2460092850530744,0.5847943132026936,0.1922956151615121,0.0,-1.0654835581183877,0.0,0.0,-0.003404834865509,0
0.0,0.0,0.6621145154351039,0.0346761243166146,1,-0.2222823787961089,0,0.1035320762118906,0.448861025817538,0,0.0,0.0,0,0.3636363636363636,1,0,0,0,0,2,1,1,0,0,0,0,0.0841975562717642,0.0841975530507665,-0.233450047055302,0,1,1,11,3,6,0,4,3,1.584962500721156,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.7393240811681971,0.4261827377893159,-0.0112840918966243,-0.1178132767598769,0.0506197347843269,0.0,0.0,0
0.0,0.0,1.0525159288127703,0.0795551342442893,1,-1.6353081173960162,0,-3.089693646570495,0.8387992370226298,0,0.0,0.0,0,0.1666666666666666,1,0,0,0,0,3,0,1,0,0,0,0,-0.971056732584798,-0.9710578289070316,-0.0934175648856868,0,0,1,15,4,17,0,4,4,2.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.6944287712517896,0.6224393712521754,-0.4292871626607396,-0.3958287516996586,0.2188770391716816,-0.0303907380607814,-0.0296671490593342,0
0.0,2.5833140389484512,0.5731106729492665,-0.9617848700191454,1,3.229673568680796,1,4.215079717681339,0.9792142069719468,0,0.0,1.9459101490553128,0,0.1111111111111111,1,0,0,0,0,1,1,1,0,0,0,0,-0.2438439310980005,-0.2438439217696922,-1.7664965315244712,0,1,1,8,3,8,0,1,3,1.584962500721156,0.0,1,0,0,0,0,0,0,0.6931471805599453,0.0,1,0,2.1971597234241496,1.5,1.8464323600980408,-0.0776016684663958,0.3930012248026552,0.0943595743331781,0.6061066787740019,-2.0525060254908603,-0.0007633587786259,-0.0007633587786259,0
0.0,0.0,-1.0617352453531863,0.0304284324444254,1,-0.0778151667457667,0,0.4300083623911105,-1.547748116443415,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-1.3177666464412845,-1.317766596029801,-0.2646766434684978,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,-0.900924078505294,-1.430331625809904,1.0966391124623611,0.3577709693721414,0.0198874228181386,0.0,0.0,0
0.0,1.5586383095455214,0.0196233683171231,-0.9617848700191454,1,1.1061762265697173,1,0.8796686491799394,0.1718513184316905,0,0.0,0.0,0,0.1666666666666666,1,0,0,0,0,1,1,1,0,0,0,0,-0.5803301654849302,-0.5803301432945813,-3.339008114894764,0,1,1,6,3,5,0,1,3,1.584962500721156,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,1.341090586502968,0.2673542562310234,0.680278344368023,1.818553372293379,1.588405705365285,-2.31266963422864,0.0,-0.0625,0
0.0,0.0,-0.5341749570015105,-0.0123196513823366,1,-0.3213443693797373,0,-0.1203313508200606,-0.7994416421578998,0,0.0,0.0,0,1.0,1,0,1,1,0,1,1,1,0,0,0,0,0.2609051554592481,0.2609051454782579,0.5923630715396696,0,1,1,4,2,0,0,5,3,0.9182958340544894,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,-0.0777020108375458,-0.6662111036704075,-1.275608928947645,-0.1437065469646451,-0.157511225245485,0.0030061564604999,0.0,-0.0571559213534522,0
0.0,1.0812871099649857,0.530102457085431,-0.9617848700191454,0,-1.3944707803096934,1,-4.089693646406075,0.57578446947859,0,0.0,1.6094379124341005,0,0.3636363636363636,1,0,0,0,0,2,1,1,0,0,0,0,-0.182591649827728,-0.1825916428426402,-1.480244340620147,0,1,1,11,3,6,0,4,3,1.584962500721156,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.6583314250291041,0.3481037300938083,0.4624239486992849,-2.734804739080216,-1.3999990722562654,-2.3817254838989097,0.0,-0.0008329862557267,0
0.0,0.0,1.065038503379822,0.0080860977280177,1,-0.4987104867531698,0,-0.5211523493368452,0.8512805342799634,0,0.0,0.0,0,0.4,1,0,0,0,0,1,1,1,0,0,0,0,-0.8880143176422963,-0.8880143798556211,0.2946719829257214,0,0,1,10,3,6,0,4,3,1.584962500721156,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.3518110989824083,0.2980987443525442,-0.3960172850718489,-0.4238912889998427,-0.0514917504170293,-0.037169406719085,-0.0039313795568263,1
0.0,0.0,0.9842180930608878,0.0060632664525609,1,-0.3213443693797373,0,-0.1203313508200606,0.7707048018250002,0,0.0,0.0,0,0.3636363636363636,1,0,0,0,0,2,1,1,0,0,0,0,0.0825140718765606,0.0825140687199647,-0.2413175270329699,0,1,1,11,3,6,0,4,3,1.584962500721156,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.7950252129718085,0.5553770923373207,-0.1191535293352447,-0.19041524285378,0.0442368806845874,0.0,0.0,0
0.0,0.0,-0.892719450505152,0.1309240116240563,1,-0.1305541839950988,0,0.3108258710023365,-1.2606652634770303,0,0.0,0.0,0,0.3636363636363636,1,0,0,0,0,2,1,1,0,0,0,0,0.0841975562717642,0.0841975530507665,-0.233450047055302,0,1,1,11,3,6,0,4,3,1.584962500721156,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,-1.3173881502455036,-1.7150909127094045,0.1613640892472389,0.0929075877697703,0.303229477820481,0.0,0.0,0
0.0,0.0,-0.5280004442100485,0.1849187537234879,0,-0.3213443693797373,0,-0.1203313508200606,-0.7923078345457374,0,0.0,0.0,0,0.1818181818181818,1,1,0,0,0,2,1,1,0,0,0,0,0.0775156850847813,0.0775156821194,-0.2646766434684978,0,1,1,9,5,8,0,2,5,2.321928094887362,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.1159910298676657,0.1112294022445876,0.0,0.0,2.2512845363956133,0.0,0.0,0
0.0,0.0,0.4258710733330126,-0.0478847668630339,1,-0.3213443693797373,0,-0.1203313508200606,0.2115695101234467,0,0.0,0.0,0,0.1,1,0,0,0,0,1,1,1,0,0,0,0,0.1287088430901121,0.1287088381663241,-0.0254340661402121,0,1,1,8,3,9,0,1,3,1.584962500721156,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.1644103989235711,0.0037036247705651,-0.1436288503550464,-0.1392078894888274,-0.2205263665487399,0.0,0.0,0
0.0,0.0,0.5300080591823885,0.0624010815934889,1,-0.254350090881811,0,0.0310670067401295,0.3163496573051097,0,0.0,0.0,0,0.3636363636363636,1,0,0,0,0,2,1,1,0,0,0,0,0.0841975562717642,0.0841975530507665,-0.233450047055302,0,1,1,11,3,6,0,4,3,1.584962500721156,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.5603089098363647,0.3947793306782125,-0.0023478085721185,-0.0575277672839199,0.1020414208661038,0.0,0.0,0
0.0,0.0,-0.892719450505152,0.0262223935301541,0,-0.3213443693797373,0,-0.1203313508200606,-1.2606652634770303,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-0.620125480644587,-0.6201254569552005,2.995631511970516,1,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,-0.5099645552499643,-0.6213249265666058,0.0,0.0,-0.1037962426088361,0.0,0.0,0
-42.0,4.576410281742065,-1.0617352453531863,-0.9617848700191454,1,3.01327690025204,0,0.8796686491799394,-0.4501630429170328,0,0.0,0.0,0,0.1666666666666666,1,0,0,0,0,1,1,1,0,0,0,0,-0.5803301654849302,-0.5803301432945813,-3.339008114894764,0,1,1,6,3,5,0,1,3,1.584962500721156,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,3.876689317526844,-1.2170233614623072,-0.2858177541568273,1.86136397189755,3.86828693304496,-2.37762847720097,0.0,-0.0603248259860788,0
0.0,0.0436839008041451,0.8290695171857577,-0.9617848700191454,1,-1.0502077946494457,1,-1.8298426421184717,0.6263297842009302,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-1.3177666464412845,-1.317766596029801,-0.2646766434684978,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,-1.431024367587716,0.556054772451761,0.0865359891729794,0.2012340733333575,-0.7651078970241676,0.0,0.0,0.0,1
0.0,0.1545432205975678,0.5545799038259143,0.0730722941204325,1,-0.2236762161206408,1,-0.1203313508200606,0.378094598880288,0,0.0,0.0,0,0.3636363636363636,1,0,0,0,0,2,1,1,0,0,0,0,0.1252729660940293,0.1252729613016817,-0.0414910569560592,0,1,1,11,3,6,0,4,3,1.584962500721156,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.1009341852225649,0.4749198172299742,0.2424975282552638,-0.0683078868578105,-0.0615179769790131,0.1935811080907183,0.0,-0.001254705144291,0
0.0,0.0,-0.6037850407956965,0.0991195550049174,0,0.7842498700856709,0,2.3781441583358824,-0.8811552555805972,0,0.0,0.0,0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,-1.1490854416885787,-1.14931058006131,0.522574124775126,1,0,1,9,7,12,0,0,5,2.807354922057605,0.0,1,0,0,0,0,0,0,2.995732273553991,1.2787536009528289,1,0,2.807354922057605,1.0,0.0,0.700941179622141,0.7691549542858556,-0.8122343095351915,-0.8122068579541416,0.1821272069225462,0.0,0.0,0
0.0,0.0,-0.2789841082551582,0.0303091852422762,1,-0.183051409273086,0,0.1921887836313587,-0.5158579216317031,0,0.0,0.0,0,0.3636363636363636,1,0,0,0,0,2,1,1,0,0,0,0,0.0841975562717642,0.0841975530507665,-0.233450047055302,0,1,1,11,3,6,0,4,3,1.584962500721156,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,-0.5634231686421368,-0.8235217506514599,0.1359266148258964,0.0644344884803056,-0.0023550421667573,-0.0007388252678241,-0.0007388252678241,0
0.0,0.1132228447488592,1.0969174969501476,0.0283856793201516,1,0.3609506121755867,1,1.2598510045694704,0.9102054540261344,0,0.0,0.0,0,0.1818181818181818,1,1,0,0,0,2,1,1,0,0,0,0,0.0775156850847813,0.0775156821194,-0.2646766434684978,0,1,1,9,5,8,0,2,5,2.321928094887362,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.1614290702992451,0.8179285958742016,0.7771504421184263,0.2426283605108327,0.07362256032174,0.0961800256732513,-0.0014992503748125,-0.0018740629685157,0
0.0,0.0,-0.0625149648100027,0.0423057800834449,0,0.7002673599626257,0,2.1883589420292613,-0.287106578596459,0,0.0,0.0,0,1.0,1,0,0,0,0,1,1,1,0,0,0,0,0.2569653551663581,0.2569653453360858,0.5739510803096772,0,1,1,5,3,0,0,7,3,1.584962500721156,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,-0.7699362853874541,-0.4545562999151009,-0.9210590171911128,0.5773884145753316,-0.0319896862031657,2.2874329036986407,0.0,0.0,0
0.0,0.0,-0.4346567793618343,0.0709889074077002,1,0.8956728412368593,0,2.629946215194498,-0.6863615155560543,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-1.27109755375136,-1.2807822165165426,-0.0918363859245188,1,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,-0.7148986162643235,-1.0929690697748078,0.9385250663755376,0.5980826865540917,0.1976927526655389,0.0,0.0,0
0.0,0.0,-0.2817968940153265,-0.0163418177351515,1,0.4620748753855863,0,1.6500794164677572,-0.5188850097719597,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-1.27109755375136,-1.2807822165165426,-0.0918363859245188,1,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,-0.0711197118174568,-0.3027388214418938,-0.7279374378931308,0.7206254906538169,0.0,-0.0077613160464386,0.0,0.0,0
0.0,0.0,0.2792147962670653,0.0628842564632187,1,-0.878837320029979,0,-1.380182355354299,0.0633436322636336,0,0.0,0.0,0,0.1538461538461538,1,0,0,0,0,1,1,1,0,0,0,0,0.0405061513484318,0.0405061497988592,-0.437634448413455,0,1,1,11,3,11,0,2,3,1.584962500721156,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,-0.374025537524451,-0.4838028107844591,0.1389413508465331,0.1293703138644994,0.1947782490374544,0.0,-0.0478153338829348,0
0.0,2.253150183072504,0.7561550947723975,-0.9617848700191454,1,3.6371281632694217,1,5.607381524836442,1.0833753911619268,0,0.0,1.6094379124341005,0,0.1111111111111111,1,0,0,0,0,1,1,1,0,0,0,0,-0.2438439310980005,-0.2438439217696922,-1.7664965315244712,0,1,1,8,3,8,0,1,3,1.584962500721156,0.0,1,0,0,0,0,0,0,0.6931471805599453,0.0,1,0,2.1971597234241496,1.5,1.6294000470353036,0.3069847178432003,0.488809874692757,0.3134099700504885,0.5725220454159037,-1.973938024394092,0.0,0.0,0
0.0,0.0,0.029527683575904,-0.0302161715207312,1,-0.3213443693797373,0,-0.1203313508200606,-0.1917581837487468,0,0.0,0.0,0,0.1111111111111111,1,0,0,0,0,1,1,1,0,0,0,0,0.3125912059330858,0.3125911939748334,0.8339090985691643,0,1,1,7,2,8,0,1,2,1.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.3653661256840569,0.3073047484312111,0.0,0.0,-0.2002335959069104,0.0,-0.015855039637599,0
0.0,0.0,-1.0617352453531863,0.1507927719663052,0,0.8335602070251591,0,2.4895909569044585,-1.547748116443415,0,0.0,0.0,0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,-1.1490854416885787,-1.14931058006131,0.522574124775126,1,0,1,9,7,12,0,0,5,2.807354922057605,0.0,1,0,0,0,0,0,0,2.995732273553991,1.2787536009528289,1,0,2.807354922057605,1.0,0.0,0.0,-0.0018223542987209,0.0027856224163759,0.0027592139948592,0.4422037937623561,0.0,0.0,0
0.0,1.7110202375775947,-1.0617352453531863,0.1431972494570589,0,0.7989171627157542,0,-0.0323178884202973,-1.1373849370844498,0,0.0,0.0,0,0.1666666666666666,1,0,0,0,0,3,0,1,0,0,0,0,-0.971056732584798,-0.9710578289070316,-0.0934175648856868,0,0,1,15,4,17,0,4,4,2.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,5.718002722497206,-0.7293476949211247,-0.4709658895847144,-2.067608321006248,0.256451306596541,1.1941540131865738,0.0,0.0,0
0.0,0.971000475771202,-0.8042043058458754,-0.9617848700191454,1,0.7348095125695857,1,0.8796686491799394,-0.9019933587932596,0,0.0,0.0,0,0.1666666666666666,1,0,0,0,0,1,1,1,0,0,0,0,-0.5803301654849302,-0.5803301432945813,-3.339008114894764,0,1,1,6,3,5,0,1,3,1.584962500721156,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.9238434069642107,-0.8592283290711226,-0.8685070861988351,1.6445650660373587,1.2667325527484563,-2.48350729653085,0.0,-0.0237154150197628,0
